"year","month","city","state","timezone","origin","name","lat","lng","Average Delay (Min)","Proportion of Cancelled Flights"
2022,12,"Atlanta","GA","America/New_York","ATL","JetBlue Airways",33.7628,-84.422,36.01,0.00497512437810945
2022,12,"Atlanta","GA","America/New_York","ATL","Southwest Airlines Co.",33.7628,-84.422,21.1064529387587,0.117519042437432
2022,12,"Atlanta","GA","America/New_York","ATL","Spirit Air Lines",33.7628,-84.422,23.4258620689655,0.0341382181515404
2022,12,"Atlanta","GA","America/New_York","ATL","United Air Lines Inc.",33.7628,-84.422,22.4234800838574,0.0245398773006135
2022,12,"Charlotte","NC","America/New_York","CLT","American Airlines Inc.",35.2083,-80.8303,22.0395497414055,0.0150819017179385
2022,12,"Charlotte","NC","America/New_York","CLT","Delta Air Lines Inc.",35.2083,-80.8303,16.2471395881007,0.0113122171945701
2022,12,"Charlotte","NC","America/New_York","CLT","Frontier Airlines Inc.",35.2083,-80.8303,16.6293103448276,0.0645161290322581
2022,12,"Charlotte","NC","America/New_York","CLT","JetBlue Airways",35.2083,-80.8303,23.0175438596491,0
2022,12,"Charlotte","NC","America/New_York","CLT","Southwest Airlines Co.",35.2083,-80.8303,17.3698630136986,0.170454545454545
2022,12,"Charlotte","NC","America/New_York","CLT","Spirit Air Lines",35.2083,-80.8303,43.065,0.0384615384615385
2022,12,"Charlotte","NC","America/New_York","CLT","United Air Lines Inc.",35.2083,-80.8303,21.1494661921708,0.0174825174825175
2022,12,"Chicago","IL","America/Chicago","ORD","Alaska Airlines Inc.",41.8375,-87.6866,34.7958115183246,0.0728155339805825
2022,12,"Chicago","IL","America/Chicago","ORD","American Airlines Inc.",41.8375,-87.6866,23.8973346495558,0.0240847784200385
2022,12,"Chicago","IL","America/Chicago","ORD","Delta Air Lines Inc.",41.8375,-87.6866,19.1853720050441,0.0457280385078219
2022,12,"Chicago","IL","America/Chicago","ORD","Frontier Airlines Inc.",41.8375,-87.6866,75.3552631578947,0.0379746835443038
2022,12,"Chicago","IL","America/Chicago","ORD","JetBlue Airways",41.8375,-87.6866,55.2710280373832,0.018348623853211
2022,12,"Chicago","IL","America/Chicago","ORD","Southwest Airlines Co.",41.8375,-87.6866,19.0673813169985,0.18375
2022,12,"Chicago","IL","America/Chicago","ORD","Spirit Air Lines",41.8375,-87.6866,22.6744913928013,0.0602941176470588
2022,12,"Chicago","IL","America/Chicago","ORD","United Air Lines Inc.",41.8375,-87.6866,22.8880458346237,0.0243239159993957
2022,12,"Dallas","TX","America/Chicago","DFW","Alaska Airlines Inc.",32.7935,-96.7667,32.7553956834532,0.0915032679738562
2022,12,"Dallas","TX","America/Chicago","DFW","American Airlines Inc.",32.7935,-96.7667,28.3615619079002,0.0174828004856333
2022,12,"Dallas","TX","America/Chicago","DFW","Delta Air Lines Inc.",32.7935,-96.7667,12.4019607843137,0.0192307692307692
2022,12,"Dallas","TX","America/Chicago","DFW","Frontier Airlines Inc.",32.7935,-96.7667,30.8454258675079,0.0305810397553517
2022,12,"Dallas","TX","America/Chicago","DFW","JetBlue Airways",32.7935,-96.7667,87.0806451612903,0
2022,12,"Dallas","TX","America/Chicago","DFW","Spirit Air Lines",32.7935,-96.7667,23.4038727524205,0.038563829787234
2022,12,"Dallas","TX","America/Chicago","DFW","United Air Lines Inc.",32.7935,-96.7667,19.2214876033058,0.0178571428571429
2022,12,"Denver","CO","America/Denver","DEN","Alaska Airlines Inc.",39.762,-104.8758,26.75,0.113924050632911
2022,12,"Denver","CO","America/Denver","DEN","Allegiant Air",39.762,-104.8758,26.6333333333333,0.117647058823529
2022,12,"Denver","CO","America/Denver","DEN","American Airlines Inc.",39.762,-104.8758,23.3785822021116,0.0133928571428571
2022,12,"Denver","CO","America/Denver","DEN","Delta Air Lines Inc.",39.762,-104.8758,25.3847758081335,0.0244150559511699
2022,12,"Denver","CO","America/Denver","DEN","Frontier Airlines Inc.",39.762,-104.8758,29.2641176470588,0.0454800673778776
2022,12,"Denver","CO","America/Denver","DEN","JetBlue Airways",39.762,-104.8758,50.8098591549296,0.0206896551724138
2022,12,"Denver","CO","America/Denver","DEN","Southwest Airlines Co.",39.762,-104.8758,29.3517945544554,0.170963190970886
2022,12,"Denver","CO","America/Denver","DEN","Spirit Air Lines",39.762,-104.8758,19.5820895522388,0.0518867924528302
2022,12,"Denver","CO","America/Denver","DEN","United Air Lines Inc.",39.762,-104.8758,31.970529039678,0.0271328671328671
2022,12,"Las Vegas","NV","America/Los_Angeles","LAS","Alaska Airlines Inc.",36.2333,-115.2654,17.6680584551148,0.0770712909441233
2022,12,"Las Vegas","NV","America/Los_Angeles","LAS","Allegiant Air",36.2333,-115.2654,29.4601449275362,0.0360884749708964
2022,12,"Las Vegas","NV","America/Los_Angeles","LAS","American Airlines Inc.",36.2333,-115.2654,17.025390625,0.0163304514889529
2022,12,"Las Vegas","NV","America/Los_Angeles","LAS","Delta Air Lines Inc.",36.2333,-115.2654,16.8327586206897,0.0325271059216013
2022,12,"Las Vegas","NV","America/Los_Angeles","LAS","Frontier Airlines Inc.",36.2333,-115.2654,26.4485852311939,0.028169014084507
2022,12,"Las Vegas","NV","America/Los_Angeles","LAS","Hawaiian Airlines Inc.",36.2333,-115.2654,34.4396551724138,0.00854700854700855
2022,12,"Las Vegas","NV","America/Los_Angeles","LAS","JetBlue Airways",36.2333,-115.2654,39.0774907749078,0.0109489051094891
2022,12,"Las Vegas","NV","America/Los_Angeles","LAS","Southwest Airlines Co.",36.2333,-115.2654,25.1798932384342,0.11482123169003
2022,12,"Las Vegas","NV","America/Los_Angeles","LAS","Spirit Air Lines",36.2333,-115.2654,19.3466424682396,0.0569105691056911
2022,12,"Las Vegas","NV","America/Los_Angeles","LAS","United Air Lines Inc.",36.2333,-115.2654,17.2655935613682,0.0245338567222767
2022,12,"Los Angeles","CA","America/Los_Angeles","LAX","Alaska Airlines Inc.",34.1141,-118.4068,21.5394285714286,0.0641711229946524
2022,12,"Los Angeles","CA","America/Los_Angeles","LAX","Allegiant Air",34.1141,-118.4068,27.9756097560976,0.0120481927710843
2022,12,"Los Angeles","CA","America/Los_Angeles","LAX","American Airlines Inc.",34.1141,-118.4068,21.0216432865731,0.00795228628230616
2022,12,"Los Angeles","CA","America/Los_Angeles","LAX","Delta Air Lines Inc.",34.1141,-118.4068,16.8054169636493,0.0243393602225313
2022,12,"Los Angeles","CA","America/Los_Angeles","LAX","Hawaiian Airlines Inc.",34.1141,-118.4068,17.7309644670051,0.0100502512562814
2022,12,"Los Angeles","CA","America/Los_Angeles","LAX","JetBlue Airways",34.1141,-118.4068,18.3612244897959,0.00608519269776876
2022,12,"Los Angeles","CA","America/Los_Angeles","LAX","Southwest Airlines Co.",34.1141,-118.4068,19.6546762589928,0.125393258426966
2022,12,"Los Angeles","CA","America/Los_Angeles","LAX","Spirit Air Lines",34.1141,-118.4068,17.5295358649789,0.0336391437308868
2022,12,"Los Angeles","CA","America/Los_Angeles","LAX","United Air Lines Inc.",34.1141,-118.4068,15.8840508806262,0.0130371801062289
2022,12,"Miami","FL","America/New_York","MIA","Alaska Airlines Inc.",25.784,-80.2101,18.6071428571429,0.0967741935483871
2022,12,"Miami","FL","America/New_York","MIA","American Airlines Inc.",25.784,-80.2101,19.1483543078412,0.00505658560077053
2022,12,"Miami","FL","America/New_York","MIA","Delta Air Lines Inc.",25.784,-80.2101,12.441215323646,0.0206985769728331
2022,12,"Miami","FL","America/New_York","MIA","Frontier Airlines Inc.",25.784,-80.2101,44.4412955465587,0.0608365019011407
2022,12,"Miami","FL","America/New_York","MIA","JetBlue Airways",25.784,-80.2101,27.3029197080292,0.0143884892086331
2022,12,"Miami","FL","America/New_York","MIA","Southwest Airlines Co.",25.784,-80.2101,23.7840670859539,0.160211267605634
2022,12,"Miami","FL","America/New_York","MIA","Spirit Air Lines",25.784,-80.2101,19.5761973875181,0.0336605890603086
2022,12,"Miami","FL","America/New_York","MIA","United Air Lines Inc.",25.784,-80.2101,25.7705223880597,0.0165137614678899
2022,12,"Orlando","FL","America/New_York","MCO","Alaska Airlines Inc.",28.4773,-81.337,16.7319587628866,0.101851851851852
2022,12,"Orlando","FL","America/New_York","MCO","American Airlines Inc.",28.4773,-81.337,19.1512717536814,0.0099403578528827
2022,12,"Orlando","FL","America/New_York","MCO","Delta Air Lines Inc.",28.4773,-81.337,13.8448586891161,0.0211889346674514
2022,12,"Orlando","FL","America/New_York","MCO","Frontier Airlines Inc.",28.4773,-81.337,34.3989104116223,0.0384167636786962
2022,12,"Orlando","FL","America/New_York","MCO","JetBlue Airways",28.4773,-81.337,36.9942748091603,0.0150375939849624
2022,12,"Orlando","FL","America/New_York","MCO","Southwest Airlines Co.",28.4773,-81.337,22.1311134235172,0.123974475843209
2022,12,"Orlando","FL","America/New_York","MCO","Spirit Air Lines",28.4773,-81.337,30.749669457911,0.0430198228595529
2022,12,"Orlando","FL","America/New_York","MCO","United Air Lines Inc.",28.4773,-81.337,21.0610619469027,0.0199479618386817
2022,12,"Phoenix","AZ","America/Phoenix","PHX","Alaska Airlines Inc.",33.5722,-112.0892,18.8939393939394,0.0958904109589041
2022,12,"Phoenix","AZ","America/Phoenix","PHX","Allegiant Air",33.5722,-112.0892,34.5405405405405,0
2022,12,"Phoenix","AZ","America/Phoenix","PHX","American Airlines Inc.",33.5722,-112.0892,17.0821950070655,0.00887021475256769
2022,12,"Phoenix","AZ","America/Phoenix","PHX","Delta Air Lines Inc.",33.5722,-112.0892,15.9010477299185,0.0260770975056689
2022,12,"Phoenix","AZ","America/Phoenix","PHX","Frontier Airlines Inc.",33.5722,-112.0892,23.0778985507246,0.0332749562171629
2022,12,"Phoenix","AZ","America/Phoenix","PHX","Hawaiian Airlines Inc.",33.5722,-112.0892,12.0322580645161,0
2022,12,"Phoenix","AZ","America/Phoenix","PHX","JetBlue Airways",33.5722,-112.0892,49.8942307692308,0
2022,12,"Phoenix","AZ","America/Phoenix","PHX","Southwest Airlines Co.",33.5722,-112.0892,21.0477137176938,0.117027501462844
2022,12,"Phoenix","AZ","America/Phoenix","PHX","Spirit Air Lines",33.5722,-112.0892,22.6269430051813,0.0445544554455446
2022,12,"Phoenix","AZ","America/Phoenix","PHX","United Air Lines Inc.",33.5722,-112.0892,19.4867149758454,0.0177935943060498
2023,1,"Atlanta","GA","America/New_York","ATL","Alaska Airlines Inc.",33.7628,-84.422,11.9402985074627,0
2023,1,"Atlanta","GA","America/New_York","ATL","American Airlines Inc.",33.7628,-84.422,21.7070866141732,0.0200617283950617
2023,1,"Atlanta","GA","America/New_York","ATL","Delta Air Lines Inc.",33.7628,-84.422,14.7402489626556,0.00513062452084685
2023,1,"Atlanta","GA","America/New_York","ATL","Frontier Airlines Inc.",33.7628,-84.422,47.5994065281899,0.0453257790368272
2023,1,"Atlanta","GA","America/New_York","ATL","JetBlue Airways",33.7628,-84.422,27.6681415929204,0.00440528634361234
2023,1,"Atlanta","GA","America/New_York","ATL","Southwest Airlines Co.",33.7628,-84.422,14.2484311554079,0.0177664974619289
2023,1,"Atlanta","GA","America/New_York","ATL","Spirit Air Lines",33.7628,-84.422,28.1684867394696,0.0221205186880244
2023,1,"Atlanta","GA","America/New_York","ATL","United Air Lines Inc.",33.7628,-84.422,20.1539888682746,0.0110091743119266
2023,1,"Charlotte","NC","America/New_York","CLT","American Airlines Inc.",35.2083,-80.8303,16.1424071257875,0.0137133061924148
2023,1,"Charlotte","NC","America/New_York","CLT","Delta Air Lines Inc.",35.2083,-80.8303,18.6264775413712,0.00936768149882904
2023,1,"Charlotte","NC","America/New_York","CLT","Frontier Airlines Inc.",35.2083,-80.8303,27.1147540983607,0.0615384615384615
2023,1,"Charlotte","NC","America/New_York","CLT","JetBlue Airways",35.2083,-80.8303,17.3620689655172,0
2023,1,"Charlotte","NC","America/New_York","CLT","Southwest Airlines Co.",35.2083,-80.8303,12.1617021276596,0.0167364016736402
2023,1,"Charlotte","NC","America/New_York","CLT","Spirit Air Lines",35.2083,-80.8303,43.6973684210526,0.0256410256410256
2023,1,"Charlotte","NC","America/New_York","CLT","United Air Lines Inc.",35.2083,-80.8303,17.6490066225166,0.00657894736842105
2023,1,"Chicago","IL","America/Chicago","ORD","Alaska Airlines Inc.",41.8375,-87.6866,10.8315217391304,0.010752688172043
2023,1,"Chicago","IL","America/Chicago","ORD","American Airlines Inc.",41.8375,-87.6866,23.1664519453749,0.013722998729352
2023,1,"Chicago","IL","America/Chicago","ORD","Delta Air Lines Inc.",41.8375,-87.6866,20.098083427283,0.0133481646273637
2023,1,"Chicago","IL","America/Chicago","ORD","Frontier Airlines Inc.",41.8375,-87.6866,53.4675324675325,0.072289156626506
2023,1,"Chicago","IL","America/Chicago","ORD","JetBlue Airways",41.8375,-87.6866,16.5126050420168,0
2023,1,"Chicago","IL","America/Chicago","ORD","Southwest Airlines Co.",41.8375,-87.6866,11.4419525065963,0.0536828963795256
2023,1,"Chicago","IL","America/Chicago","ORD","Spirit Air Lines",41.8375,-87.6866,27.0224403927069,0.0151933701657459
2023,1,"Chicago","IL","America/Chicago","ORD","United Air Lines Inc.",41.8375,-87.6866,13.563071297989,0.00529013060009919
2023,1,"Dallas","TX","America/Chicago","DFW","Alaska Airlines Inc.",32.7935,-96.7667,14.3422818791946,0.0387096774193548
2023,1,"Dallas","TX","America/Chicago","DFW","American Airlines Inc.",32.7935,-96.7667,15.6652004315711,0.0342257133696698
2023,1,"Dallas","TX","America/Chicago","DFW","Delta Air Lines Inc.",32.7935,-96.7667,16.893300248139,0.0335731414868106
2023,1,"Dallas","TX","America/Chicago","DFW","Frontier Airlines Inc.",32.7935,-96.7667,27.6163522012579,0.0591715976331361
2023,1,"Dallas","TX","America/Chicago","DFW","JetBlue Airways",32.7935,-96.7667,32.1967213114754,0.0161290322580645
2023,1,"Dallas","TX","America/Chicago","DFW","Spirit Air Lines",32.7935,-96.7667,19.0692934782609,0.0315789473684211
2023,1,"Dallas","TX","America/Chicago","DFW","United Air Lines Inc.",32.7935,-96.7667,17.8677165354331,0.0305343511450382
2023,1,"Denver","CO","America/Denver","DEN","Alaska Airlines Inc.",39.762,-104.8758,15.8741258741259,0
2023,1,"Denver","CO","America/Denver","DEN","Allegiant Air",39.762,-104.8758,21.1666666666667,0
2023,1,"Denver","CO","America/Denver","DEN","American Airlines Inc.",39.762,-104.8758,24.3392330383481,0.0216450216450216
2023,1,"Denver","CO","America/Denver","DEN","Delta Air Lines Inc.",39.762,-104.8758,22.7560483870968,0.0139165009940358
2023,1,"Denver","CO","America/Denver","DEN","Frontier Airlines Inc.",39.762,-104.8758,24.6614123581337,0.0352798053527981
2023,1,"Denver","CO","America/Denver","DEN","JetBlue Airways",39.762,-104.8758,31.7718120805369,0.0261437908496732
2023,1,"Denver","CO","America/Denver","DEN","Southwest Airlines Co.",39.762,-104.8758,20.1854381630577,0.0525953462756437
2023,1,"Denver","CO","America/Denver","DEN","Spirit Air Lines",39.762,-104.8758,23.0601851851852,0.031390134529148
2023,1,"Denver","CO","America/Denver","DEN","United Air Lines Inc.",39.762,-104.8758,20.8080180688876,0.00575438596491228
2023,1,"Las Vegas","NV","America/Los_Angeles","LAS","Alaska Airlines Inc.",36.2333,-115.2654,13.632058287796,0.00723327305605787
2023,1,"Las Vegas","NV","America/Los_Angeles","LAS","Allegiant Air",36.2333,-115.2654,17.7911585365854,0.00303951367781155
2023,1,"Las Vegas","NV","America/Los_Angeles","LAS","American Airlines Inc.",36.2333,-115.2654,24.0736434108527,0.0114942528735632
2023,1,"Las Vegas","NV","America/Los_Angeles","LAS","Delta Air Lines Inc.",36.2333,-115.2654,19.6910994764398,0.00520833333333333
2023,1,"Las Vegas","NV","America/Los_Angeles","LAS","Frontier Airlines Inc.",36.2333,-115.2654,22.8381088825215,0.0237762237762238
2023,1,"Las Vegas","NV","America/Los_Angeles","LAS","Hawaiian Airlines Inc.",36.2333,-115.2654,20.1869918699187,0
2023,1,"Las Vegas","NV","America/Los_Angeles","LAS","JetBlue Airways",36.2333,-115.2654,42.4408163265306,0.0120967741935484
2023,1,"Las Vegas","NV","America/Los_Angeles","LAS","Southwest Airlines Co.",36.2333,-115.2654,17.6365868631062,0.0220621341737956
2023,1,"Las Vegas","NV","America/Los_Angeles","LAS","Spirit Air Lines",36.2333,-115.2654,15.0273804658766,0.0297383029341792
2023,1,"Las Vegas","NV","America/Los_Angeles","LAS","United Air Lines Inc.",36.2333,-115.2654,17.4958753437214,0.00546946216955333
2023,1,"Los Angeles","CA","America/Los_Angeles","LAX","Alaska Airlines Inc.",34.1141,-118.4068,13.4457547169811,0.0173812282734647
2023,1,"Los Angeles","CA","America/Los_Angeles","LAX","Allegiant Air",34.1141,-118.4068,4.5,0
2023,1,"Los Angeles","CA","America/Los_Angeles","LAX","American Airlines Inc.",34.1141,-118.4068,19.685593220339,0.0117252931323283
2023,1,"Los Angeles","CA","America/Los_Angeles","LAX","Delta Air Lines Inc.",34.1141,-118.4068,17.135599159075,0.00488145048814505
2023,1,"Los Angeles","CA","America/Los_Angeles","LAX","Hawaiian Airlines Inc.",34.1141,-118.4068,25.5464480874317,0.0368421052631579
2023,1,"Los Angeles","CA","America/Los_Angeles","LAX","JetBlue Airways",34.1141,-118.4068,15.7214659685864,0.00417101147028154
2023,1,"Los Angeles","CA","America/Los_Angeles","LAX","Southwest Airlines Co.",34.1141,-118.4068,13.8172043010753,0.016099356025759
2023,1,"Los Angeles","CA","America/Los_Angeles","LAX","Spirit Air Lines",34.1141,-118.4068,18.5990196078431,0.0163934426229508
2023,1,"Los Angeles","CA","America/Los_Angeles","LAX","United Air Lines Inc.",34.1141,-118.4068,12.942782152231,0.00313971742543171
2023,1,"Miami","FL","America/New_York","MIA","Alaska Airlines Inc.",25.784,-80.2101,19.8064516129032,0
2023,1,"Miami","FL","America/New_York","MIA","American Airlines Inc.",25.784,-80.2101,17.7026963657679,0.00883104810597258
2023,1,"Miami","FL","America/New_York","MIA","Delta Air Lines Inc.",25.784,-80.2101,16.0037267080745,0.00371287128712871
2023,1,"Miami","FL","America/New_York","MIA","Frontier Airlines Inc.",25.784,-80.2101,33.9463601532567,0.018796992481203
2023,1,"Miami","FL","America/New_York","MIA","JetBlue Airways",25.784,-80.2101,20.6007326007326,0.00364963503649635
2023,1,"Miami","FL","America/New_York","MIA","Southwest Airlines Co.",25.784,-80.2101,21.7377622377622,0.0171821305841924
2023,1,"Miami","FL","America/New_York","MIA","Spirit Air Lines",25.784,-80.2101,24.6925418569254,0.03240058910162
2023,1,"Miami","FL","America/New_York","MIA","United Air Lines Inc.",25.784,-80.2101,16.8321033210332,0.00914076782449726
2023,1,"Orlando","FL","America/New_York","MCO","Alaska Airlines Inc.",28.4773,-81.337,22.3636363636364,0.0178571428571429
2023,1,"Orlando","FL","America/New_York","MCO","American Airlines Inc.",28.4773,-81.337,11.7468706536857,0.0250847457627119
2023,1,"Orlando","FL","America/New_York","MCO","Delta Air Lines Inc.",28.4773,-81.337,18.6086705202312,0.00802752293577982
2023,1,"Orlando","FL","America/New_York","MCO","Frontier Airlines Inc.",28.4773,-81.337,30.1479254359591,0.0331395348837209
2023,1,"Orlando","FL","America/New_York","MCO","JetBlue Airways",28.4773,-81.337,25.3746376811594,0.00504686373467916
2023,1,"Orlando","FL","America/New_York","MCO","Southwest Airlines Co.",28.4773,-81.337,13.9993478969677,0.0195012787723785
2023,1,"Orlando","FL","America/New_York","MCO","Spirit Air Lines",28.4773,-81.337,26.2442996742671,0.0164197036443732
2023,1,"Orlando","FL","America/New_York","MCO","United Air Lines Inc.",28.4773,-81.337,15.9826238053866,0.00604490500863558
2023,1,"Phoenix","AZ","America/Phoenix","PHX","Alaska Airlines Inc.",33.5722,-112.0892,7.85010706638116,0.00426439232409382
2023,1,"Phoenix","AZ","America/Phoenix","PHX","Allegiant Air",33.5722,-112.0892,63.1142857142857,0
2023,1,"Phoenix","AZ","America/Phoenix","PHX","American Airlines Inc.",33.5722,-112.0892,12.6067151411463,0.00827147401908802
2023,1,"Phoenix","AZ","America/Phoenix","PHX","Delta Air Lines Inc.",33.5722,-112.0892,10.8919213973799,0.00972972972972973
2023,1,"Phoenix","AZ","America/Phoenix","PHX","Frontier Airlines Inc.",33.5722,-112.0892,23.4535256410256,0.0188679245283019
2023,1,"Phoenix","AZ","America/Phoenix","PHX","Hawaiian Airlines Inc.",33.5722,-112.0892,43.4838709677419,0
2023,1,"Phoenix","AZ","America/Phoenix","PHX","JetBlue Airways",33.5722,-112.0892,14.8315789473684,0
2023,1,"Phoenix","AZ","America/Phoenix","PHX","Southwest Airlines Co.",33.5722,-112.0892,12.8614386792453,0.0158607350096712
2023,1,"Phoenix","AZ","America/Phoenix","PHX","Spirit Air Lines",33.5722,-112.0892,16.3509615384615,0.0234741784037559
2023,1,"Phoenix","AZ","America/Phoenix","PHX","United Air Lines Inc.",33.5722,-112.0892,15.3979848866499,0.00625782227784731
2023,2,"Atlanta","GA","America/New_York","ATL","Alaska Airlines Inc.",33.7628,-84.422,11.0909090909091,0.0178571428571429
2023,2,"Atlanta","GA","America/New_York","ATL","American Airlines Inc.",33.7628,-84.422,15.8269525267994,0.0150829562594268
2023,2,"Atlanta","GA","America/New_York","ATL","Delta Air Lines Inc.",33.7628,-84.422,8.21804708505476,0.0045045045045045
2023,2,"Atlanta","GA","America/New_York","ATL","Frontier Airlines Inc.",33.7628,-84.422,29.7708649468892,0.00453172205438067
2023,2,"Atlanta","GA","America/New_York","ATL","JetBlue Airways",33.7628,-84.422,23.9652173913043,0
2023,2,"Atlanta","GA","America/New_York","ATL","Southwest Airlines Co.",33.7628,-84.422,7.28965517241379,0.0084473049074819
2023,2,"Atlanta","GA","America/New_York","ATL","Spirit Air Lines",33.7628,-84.422,15.6854219948849,0.00929054054054054
2023,2,"Atlanta","GA","America/New_York","ATL","United Air Lines Inc.",33.7628,-84.422,12.3345935727788,0.0056390977443609
2023,2,"Charlotte","NC","America/New_York","CLT","American Airlines Inc.",35.2083,-80.8303,12.5912872660042,0.00608705639140921
2023,2,"Charlotte","NC","America/New_York","CLT","Delta Air Lines Inc.",35.2083,-80.8303,4.11658031088083,0.0077120822622108
2023,2,"Charlotte","NC","America/New_York","CLT","Frontier Airlines Inc.",35.2083,-80.8303,25.8101265822785,0
2023,2,"Charlotte","NC","America/New_York","CLT","JetBlue Airways",35.2083,-80.8303,17.24,0.0196078431372549
2023,2,"Charlotte","NC","America/New_York","CLT","Southwest Airlines Co.",35.2083,-80.8303,5.64454976303318,0.00471698113207547
2023,2,"Charlotte","NC","America/New_York","CLT","Spirit Air Lines",35.2083,-80.8303,31.8341232227488,0.014018691588785
2023,2,"Charlotte","NC","America/New_York","CLT","United Air Lines Inc.",35.2083,-80.8303,11.4343065693431,0
2023,2,"Chicago","IL","America/Chicago","ORD","Alaska Airlines Inc.",41.8375,-87.6866,12.6463414634146,0.029585798816568
2023,2,"Chicago","IL","America/Chicago","ORD","American Airlines Inc.",41.8375,-87.6866,19.2502564102564,0.013407538578295
2023,2,"Chicago","IL","America/Chicago","ORD","Delta Air Lines Inc.",41.8375,-87.6866,15.6255868544601,0.0195627157652474
2023,2,"Chicago","IL","America/Chicago","ORD","Frontier Airlines Inc.",41.8375,-87.6866,51.8591549295775,0.0273972602739726
2023,2,"Chicago","IL","America/Chicago","ORD","JetBlue Airways",41.8375,-87.6866,21.4235294117647,0.0229885057471264
2023,2,"Chicago","IL","America/Chicago","ORD","Southwest Airlines Co.",41.8375,-87.6866,7.68188512518409,0.0569444444444444
2023,2,"Chicago","IL","America/Chicago","ORD","Spirit Air Lines",41.8375,-87.6866,14.5672609400324,0.00483870967741936
2023,2,"Chicago","IL","America/Chicago","ORD","United Air Lines Inc.",41.8375,-87.6866,13.6687445887446,0.00790242226421577
2023,2,"Dallas","TX","America/Chicago","DFW","Alaska Airlines Inc.",32.7935,-96.7667,7.20634920634921,0.1
2023,2,"Dallas","TX","America/Chicago","DFW","American Airlines Inc.",32.7935,-96.7667,19.7937386491395,0.0446959682749504
2023,2,"Dallas","TX","America/Chicago","DFW","Delta Air Lines Inc.",32.7935,-96.7667,17.4903846153846,0.0545454545454545
2023,2,"Dallas","TX","America/Chicago","DFW","Frontier Airlines Inc.",32.7935,-96.7667,33.607250755287,0.0433526011560694
2023,2,"Dallas","TX","America/Chicago","DFW","JetBlue Airways",32.7935,-96.7667,26.8909090909091,0.0178571428571429
2023,2,"Dallas","TX","America/Chicago","DFW","Spirit Air Lines",32.7935,-96.7667,18.5248,0.0458015267175573
2023,2,"Dallas","TX","America/Chicago","DFW","United Air Lines Inc.",32.7935,-96.7667,12.2982142857143,0.0443686006825939
2023,2,"Denver","CO","America/Denver","DEN","Alaska Airlines Inc.",39.762,-104.8758,27.5371900826446,0.062015503875969
2023,2,"Denver","CO","America/Denver","DEN","Allegiant Air",39.762,-104.8758,15.625,0
2023,2,"Denver","CO","America/Denver","DEN","American Airlines Inc.",39.762,-104.8758,21.3343949044586,0.0156739811912226
2023,2,"Denver","CO","America/Denver","DEN","Delta Air Lines Inc.",39.762,-104.8758,20.6470588235294,0.0269978401727862
2023,2,"Denver","CO","America/Denver","DEN","Frontier Airlines Inc.",39.762,-104.8758,18.9820166987797,0.0133079847908745
2023,2,"Denver","CO","America/Denver","DEN","JetBlue Airways",39.762,-104.8758,29.9411764705882,0.0144927536231884
2023,2,"Denver","CO","America/Denver","DEN","Southwest Airlines Co.",39.762,-104.8758,14.554120835326,0.0326908249807248
2023,2,"Denver","CO","America/Denver","DEN","Spirit Air Lines",39.762,-104.8758,24.4010416666667,0.0153846153846154
2023,2,"Denver","CO","America/Denver","DEN","United Air Lines Inc.",39.762,-104.8758,16.5911307528193,0.00696125907990315
2023,2,"Las Vegas","NV","America/Los_Angeles","LAS","Alaska Airlines Inc.",36.2333,-115.2654,12.6881959910913,0.0344086021505376
2023,2,"Las Vegas","NV","America/Los_Angeles","LAS","Allegiant Air",36.2333,-115.2654,15.1449752883031,0.00491803278688525
2023,2,"Las Vegas","NV","America/Los_Angeles","LAS","American Airlines Inc.",36.2333,-115.2654,28.2251655629139,0.017353579175705
2023,2,"Las Vegas","NV","America/Los_Angeles","LAS","Delta Air Lines Inc.",36.2333,-115.2654,19.1886087768441,0.0110803324099723
2023,2,"Las Vegas","NV","America/Los_Angeles","LAS","Frontier Airlines Inc.",36.2333,-115.2654,20.5654618473896,0.0158102766798419
2023,2,"Las Vegas","NV","America/Los_Angeles","LAS","Hawaiian Airlines Inc.",36.2333,-115.2654,24.5092592592593,0
2023,2,"Las Vegas","NV","America/Los_Angeles","LAS","JetBlue Airways",36.2333,-115.2654,46.4401709401709,0.0209205020920502
2023,2,"Las Vegas","NV","America/Los_Angeles","LAS","Southwest Airlines Co.",36.2333,-115.2654,15.9257267686103,0.0175004127455836
2023,2,"Las Vegas","NV","America/Los_Angeles","LAS","Spirit Air Lines",36.2333,-115.2654,20.7346292947559,0.0212389380530973
2023,2,"Las Vegas","NV","America/Los_Angeles","LAS","United Air Lines Inc.",36.2333,-115.2654,16.716148445336,0.00499001996007984
2023,2,"Los Angeles","CA","America/Los_Angeles","LAX","Alaska Airlines Inc.",34.1141,-118.4068,14.4101123595506,0.0246575342465753
2023,2,"Los Angeles","CA","America/Los_Angeles","LAX","Allegiant Air",34.1141,-118.4068,7.23404255319149,0
2023,2,"Los Angeles","CA","America/Los_Angeles","LAX","American Airlines Inc.",34.1141,-118.4068,26.3916366906475,0.0150575730735164
2023,2,"Los Angeles","CA","America/Los_Angeles","LAX","Delta Air Lines Inc.",34.1141,-118.4068,22.1749305831019,0.0202098717450447
2023,2,"Los Angeles","CA","America/Los_Angeles","LAX","Hawaiian Airlines Inc.",34.1141,-118.4068,25.8802395209581,0.00595238095238095
